u,g,r,i,z,redshift
19.9376,18.24867,17.45753,17.08006,16.78941,0.04471629
20.28443,18.41,17.38201,16.98245,16.63604,0.108734
22.24388,21.30514,20.77698,20.56329,20.29593,0.2332814
20.09973,18.30745,17.52377,17.15908,16.88722,0.0744343
20.97547,19.02432,17.73713,17.22996,16.90593,0.2071493
24.25537,20.2841,18.66214,18.11324,17.86567,0.3197377
20.27345,18.35833,17.30661,16.85205,16.45218,0.125938
22.67423,22.01057,20.47998,19.65989,19.23995,0.473036
26.17384,22.31069,20.59721,19.56691,19.07878,0.4980901
21.30107,19.02937,17.60633,17.04571,16.68989,0.2012372
24.24692,22.3216,20.62575,19.66866,19.1258,0.5022979
23.24939,21.96608,20.46418,19.33862,18.81236,0.6026742
26.33545,23.01126,21.68588,20.55359,19.70408,0.6945035
22.18774,21.56975,20.20476,19.2008,18.73569,0.5680384
21.6694,22.03593,19.82905,18.95174,18.30404,0.5234812
25.3224,22.85472,20.4996,19.33202,18.91354,0.5329952
19.75459,18.21321,17.56383,17.2011,17.08034,0.1747319
20.97641,18.84983,17.76472,17.31802,16.92852,0.127874
23.20247,22.64296,21.33435,20.11227,19.62309,0.5648978
21.92616,20.55442,19.00043,18.38663,18.06018,0.319007
19.94019,18.26224,17.43789,16.97826,16.62706,0.07943142
19.06279,17.36686,16.32109,15.83229,15.41381,0.1328582
19.79778,18.15247,17.29062,16.8509,16.48046,0.04503284
23.66354,22.77653,21.06551,20.01042,19.70979,0.5096848
21.19201,20.31654,19.21616,18.75988,18.4438,0.2897872
20.46145,18.36093,17.21267,16.75006,16.40659,0.1483337
23.58861,22.03366,20.6775,19.71386,19.13164,0.5001592
26.68747,20.76773,19.04195,18.35488,17.91499,0.3174305
25.16018,21.76123,19.95624,19.11484,18.60383,0.4724604
25.64212,22.15079,20.24864,19.41059,19.11016,0.4169905
24.10804,22.072,20.44374,19.40837,18.75789,0.5218515
25.67153,21.37457,19.47077,18.52076,18.10513,0.4878898
26.69145,22.48189,20.84126,19.57586,18.892,0.6477726
21.57508,19.29389,17.9798,17.46313,17.07549,0.1888533
20.13688,18.31262,17.32447,16.91961,16.5872,0.1436602
24.98743,22.89753,21.45977,20.39957,19.59195,0.6549796
22.66263,21.05058,19.45059,18.63087,18.17281,0.4241867
22.85626,21.68681,20.26242,19.52141,19.13638,0.4810633
23.55244,22.21301,20.60138,19.32892,18.78304,0.6096331
22.32472,21.03278,19.7608,19.22998,18.70999,0.2679581
21.23579,18.70251,17.62892,17.027,16.69348,0.1088364
27.04993,22.67194,20.79904,19.8285,19.17715,0.566848
21.2202,19.2,17.86162,17.29442,16.88126,0.1880758
24.10096,21.17403,19.61751,18.67789,18.16375,0.4422526
18.68978,17.45983,16.9766,16.62937,16.46981,0.1031646
23.10098,21.78143,20.184,19.27738,18.81319,0.4521954
23.05899,21.77523,20.69038,19.72772,19.15202,0.575166
21.9008,21.51553,19.63171,18.91998,18.53438,0.4059783
24.42244,21.73996,20.25467,19.46756,19.08639,0.4021631
21.91646,19.92886,18.2438,17.68815,17.2963,0.3051426
20.10349,18.43108,17.54441,17.09497,16.77984,0.07972959
19.63453,18.51933,17.73838,17.31973,17.04664,0.162824
23.34103,22.52239,21.03741,19.79094,19.18417,0.7933241
25.04141,22.18001,20.48211,19.38749,18.82913,0.5092367
25.08857,22.13377,20.29256,19.46509,19.16665,0.4130709
20.31223,18.67464,17.54337,17.03156,16.65994,0.1931399
21.70585,20.94496,19.33368,18.66559,18.27108,0.3311663
19.11346,17.65247,16.86749,16.43507,16.1023,0.09634069
18.9329,17.69632,17.09156,16.69799,16.55924,0.06929038
22.07209,21.63275,21.83319,22.06816,22.8268,0.02990197
24.55246,22.96582,20.77824,19.49054,18.71449,0.6004536
23.55113,22.56665,21.49847,20.52045,20.01795,0.7727107
19.27377,17.53024,16.66502,16.25797,15.94014,0.0768301
20.13884,18.38641,17.55206,17.16057,16.83531,0.106155
24.45652,22.24783,20.52967,19.62605,19.14073,0.5454812
24.12144,21.76801,20.09217,19.21746,18.71238,0.4757553
22.14458,20.14051,18.499,17.89032,17.46852,0.3052073
22.75212,21.17449,19.55533,18.96904,18.56595,0.4239217
19.3612,17.32921,16.26753,15.80273,15.40525,0.116953
19.60805,18.27553,17.57413,17.21716,17.00282,0.1030256
19.30396,17.90978,17.3391,16.97143,16.8371,0.02466382
19.81957,17.83595,16.71681,16.246,15.8776,0.1454718
18.30759,17.08434,16.37737,15.959,15.70102,0.07475369
24.20216,22.37985,21.00731,20.00525,19.45134,0.6563609
17.62196,15.89371,15.04587,14.57785,14.21068,0.04769054
25.39561,22.55986,20.96547,20.10448,19.68252,0.4715309
22.43089,19.84681,18.20441,17.60449,17.27542,0.3102637
25.21353,21.8997,20.10571,19.20268,18.57042,0.4962049
19.50301,17.60821,16.75515,16.33747,16.03454,0.05176524
23.53952,21.61141,19.90145,19.03273,18.47777,0.4682323
23.98317,20.24018,18.49777,17.85011,17.43064,0.33463
19.57973,17.50369,16.5422,16.07555,15.71129,0.07298487
25.00253,22.81521,21.23052,20.31848,19.98705,0.5698335
20.16263,18.24666,17.30078,16.86418,16.53278,0.1184742
23.17797,22.23922,20.22694,19.07898,18.66005,0.604169
19.35641,17.48652,16.62889,16.2119,15.95843,0.06142393
21.9075,20.79693,18.92775,18.29741,17.82759,0.3508736
23.61759,20.5087,18.63022,18.01752,17.65854,0.3456734
19.50839,18.05319,17.36991,16.99501,16.74015,0.1100008
22.47834,20.10424,18.38294,17.79507,17.43909,0.3198412
20.7418,18.8146,17.73834,17.27561,16.90705,0.1224482
25.53649,23.2972,20.93355,19.63968,19.06371,0.5928424
18.97078,17.98908,17.76875,17.58968,17.4608,0.03662616
20.04102,18.2511,17.36866,16.92334,16.5616,0.04385466
22.17004,21.04282,19.57304,19.05235,18.55653,0.2358246
21.82146,21.80385,21.73409,20.8458,21.51418,0.4426832
19.4152,18.27085,17.52328,17.10783,16.82305,0.1580751
23.91864,20.18575,18.35727,17.74266,17.3204,0.3558666
19.83622,18.01707,17.21071,16.80381,16.52302,0.07886983
19.79184,17.85879,16.86556,16.44433,16.10523,0.09782708
20.39521,18.52506,17.50939,17.07638,16.75335,0.1343323
18.51147,16.82645,15.95773,15.4733,15.09211,0.06102053
22.67949,20.40241,19.29667,18.74717,18.37178,0.1779446
19.51185,18.0714,17.31311,16.88136,16.5844,0.09940682
23.76846,21.41603,20.30568,19.80778,19.48231,0.1922021
22.42979,19.69237,18.09531,17.52411,17.10776,0.2748894
18.7352,17.50551,16.88299,16.43497,16.20848,0.08005305
19.91717,18.18554,17.02209,16.53164,16.1742,0.1500348
19.76953,18.37444,17.62522,17.2044,16.94796,0.1083538
19.81746,18.13378,17.25883,16.79462,16.4905,0.1234472
20.09971,18.12259,16.86658,16.37741,16.01295,0.1825878
22.30475,20.79662,19.44675,18.96352,18.67378,0.2069383
25.27336,22.90066,20.98356,19.79308,19.43222,0.5471749
20.36829,18.31421,17.16352,16.5552,16.06586,0.1046262
19.03568,17.83315,17.27136,16.9555,16.68215,0.04451566
20.3652,18.51857,17.70681,17.32907,17.03621,0.09771052
24.60053,22.37996,20.87786,19.9272,19.28552,0.5121582
20.78444,19.47099,19.05324,18.69145,18.55573,0.07032809
19.73132,17.51002,16.39967,15.94477,15.58448,0.1334986
20.25211,18.30148,17.28839,16.84271,16.45238,0.1121694
25.71268,20.76982,19.00941,18.2333,17.6776,0.4593117
19.51015,18.07377,17.17081,16.65936,16.28457,0.1149178
23.35078,22.75949,20.80231,19.73819,19.40772,0.5602645
23.65394,21.34848,19.41885,18.67619,18.25533,0.4144105
16.76933,15.27483,14.49357,14.10266,13.72914,0.02542609
25.37808,22.52024,21.32423,20.23011,19.7195,0.4741648
21.79101,21.99647,21.31642,21.26143,20.98619,0.5143158
22.96104,20.22894,18.41325,17.79599,17.37301,0.3405544
24.47265,21.89461,20.04292,19.1829,18.76148,0.483921
19.73506,17.9373,17.02042,16.61392,16.27267,0.08277205
19.11371,17.37997,16.71033,16.23288,16.00918,0.1143793
21.88714,21.3315,20.41144,19.69945,19.31171,0.6593978
19.43402,17.44498,16.36351,15.90026,15.56799,0.1272539
19.71971,18.2985,17.13056,16.59018,16.21578,0.246992
24.31112,22.82265,21.2235,20.14359,19.65455,0.7024781
20.32591,19.33834,18.79022,18.42124,18.26366,0.06669576
20.89286,18.67138,17.40303,16.90018,16.57713,0.1693602
22.60324,21.9927,20.63305,19.96878,19.57183,0.5537264
20.52559,18.64978,17.56066,17.09242,16.74472,0.1382588
19.47995,18.33195,17.8382,17.54281,17.37165,0.05405472
23.47217,22.923,20.92722,19.92618,19.40225,0.557622
19.08187,18.07715,17.77485,17.49957,17.05432,0.03260085
24.80776,23.23248,21.79023,20.73959,19.97785,0.5603563
19.48372,17.9773,17.27134,16.87289,16.60576,0.05949812
20.97532,18.88577,17.74619,17.3054,16.96865,0.1612099
24.61975,21.30426,19.65185,18.85695,18.32708,0.4586844
25.58945,21.35469,19.57333,18.78297,18.35035,0.4470926
25.8878,21.12364,19.33864,18.62613,18.15211,0.4371478
27.0976,21.45259,19.84613,18.724,18.25751,0.5497552
19.35275,17.61613,16.91251,16.58504,16.35427,0.08043766
23.81806,21.04522,20.05819,19.16027,18.69068,0.556818
25.10354,22.42232,20.51654,19.63512,19.31184,0.4898503
22.82851,21.47565,19.6242,18.94083,18.47215,0.4220384
25.86349,21.75833,20.12585,19.25623,18.90768,0.4281768
19.58103,19.1453,18.64347,18.60476,18.87996,0.1529569
19.24574,17.24813,16.28436,15.8329,15.47112,0.08228271
19.81544,18.09768,17.08905,16.5219,16.13154,0.09406783
22.04323,21.80059,21.06989,20.80909,20.90325,0.2633918
20.59246,19.43024,18.6395,17.9631,17.73429,0.1511871
22.24072,20.81057,19.22153,18.55524,18.13224,0.3861878
25.50503,25.62737,22.31889,20.23116,19.13686,0.8847483
19.29363,18.06708,17.55297,17.24682,17.03784,0.04799371
24.12346,21.89541,20.27952,19.24608,18.75767,0.6045653
26.06425,21.13607,19.32299,18.68125,18.26509,0.3836008
20.10486,18.09364,17.07704,16.64059,16.27658,0.1045165
19.16559,17.45569,16.60459,16.18875,15.8806,0.07771524
22.23409,21.63509,20.26428,19.43405,18.89488,0.5749096
23.22786,23.08509,21.31004,20.16087,19.65239,0.6211327
26.05687,23.48496,21.44704,20.15999,19.51018,0.7027921
20.64466,18.54434,17.48005,17.00005,16.57922,0.1246183
23.74339,22.48677,20.5141,19.84322,19.50871,0.3498434
18.90957,17.6294,17.01465,16.62059,16.35239,0.08624943
19.86721,18.38413,17.58475,17.16068,16.8428,0.1220513
19.88094,18.49401,17.63085,17.18814,16.92787,0.1792064
19.25236,17.58337,16.84414,16.48812,16.20908,0.06314352
23.63338,21.88194,20.45548,19.59499,19.20573,0.5398312
19.81533,18.35088,17.43642,16.97247,16.61167,0.1130655
17.3818,16.28699,15.86345,15.60879,15.44028,0.03809563
18.97833,17.91414,17.30535,16.88135,16.70584,0.1497489
19.0725,18.0419,17.38479,17.02726,16.83342,0.1447889
19.36532,17.41616,16.41868,15.96238,15.61185,0.07592582
23.57008,20.79746,19.04638,18.36492,17.93011,0.4221642
22.57695,20.89439,19.12305,18.42257,17.9447,0.3322059
21.99153,20.26672,18.5112,17.87634,17.49647,0.3174812
26.00419,22.45467,21.37262,20.47533,19.98037,0.6162643
23.42944,22.23547,20.45623,19.6399,19.20271,0.4794434
26.13478,22.50059,21.107,19.78233,19.05186,0.7125991
20.47657,18.42553,17.35034,16.98495,16.63369,0.08144604
24.90967,21.64194,20.06907,19.27925,18.84964,0.3216012
18.86407,17.22196,16.31322,15.92973,15.63436,0.05427057
20.53385,19.46902,18.75415,18.26444,18.04203,0.1381027
24.30602,22.35204,20.96548,19.98888,19.47805,0.552126
25.28102,23.07013,20.96212,19.89983,19.14507,0.6008701
25.0319,22.23736,20.49575,19.77664,19.29648,0.4358035
23.13565,22.1836,20.56955,19.73854,19.61723,0.5631168
23.69389,22.51113,20.58592,19.53069,18.89196,0.601038
22.545,21.42352,19.73944,19.0472,18.62,0.3736167
18.30007,17.23738,16.80516,16.52239,16.38174,0.08127881
22.36014,20.40036,18.68685,18.08572,17.74661,0.327312
19.64824,18.43501,17.80174,17.44705,17.19327,0.1096594
19.92446,18.20961,17.25945,16.812,16.42826,0.08997367
23.19497,20.10723,18.41701,17.67846,17.24557,0.4198143
18.46474,17.49734,17.19947,17.02278,16.93612,0.03988486
23.99495,22.22532,21.29755,20.269,19.56526,0.7225337
16.48195,14.72526,13.87299,13.45767,13.14266,0.01704831
21.99027,22.14071,20.79645,19.84408,19.52487,0.4751593
19.79742,18.34457,17.37129,16.9525,16.60895,0.1617098
18.9787,17.31523,16.40698,15.89781,15.50581,0.0658669
23.54309,21.94269,20.41741,19.58085,19.2793,0.4730887
24.03171,23.00902,20.88411,19.80255,19.22946,0.5751175
19.31502,17.26949,16.2505,15.81529,15.43567,0.1076187
20.526,18.58392,17.49915,17.04218,16.70368,0.1515847
24.63142,21.37608,19.39526,18.82015,18.42048,0.3383816
19.0495,17.91093,17.32628,17.00492,16.79522,0.1145671
20.68318,18.28974,17.02474,16.4503,15.95673,0.1233328
17.5503,15.49198,14.48992,13.96454,13.50053,0.02725112
18.95073,17.98828,17.81506,17.57298,17.52479,0.04588205
22.93727,22.41322,21.20712,20.18243,19.58611,0.6713554
22.20215,21.55497,19.78781,18.94537,18.22133,0.4777508
23.98909,21.37574,19.51197,18.8331,18.35171,0.3708895
24.1897,22.25598,20.41736,19.30295,18.65318,0.5735328
19.43003,18.01859,17.2354,16.82892,16.48574,0.1213938
22.72379,22.38593,20.78366,19.80983,19.61343,0.451805
24.03387,20.70733,18.97634,18.28132,17.91992,0.384371
22.78499,21.07439,19.20754,18.49139,18.01151,0.3663864
23.39584,22.42601,20.66271,19.61636,19.35649,0.550594
20.0857,17.99736,16.95665,16.48957,16.11648,0.1123349
19.27164,17.72126,16.88318,16.38929,16.03131,0.0670743
18.77667,17.89857,17.64021,17.37638,17.31829,0.07232233
22.89404,22.26965,21.04313,19.93532,19.35054,0.5910314
23.52282,21.63489,20.22888,19.46103,18.93385,0.4362522
19.65614,18.0088,17.05016,16.59942,16.25888,0.08501793
19.28289,17.79428,16.98922,16.53812,16.23682,0.07001343
22.57884,21.72122,20.56555,19.6326,19.17267,0.6136789
23.04632,21.44809,19.78631,19.225,18.78163,0.3182118
25.74731,22.17254,20.38949,19.50715,19.04005,0.4820189
25.07062,22.33722,20.74816,19.93625,19.51027,0.4265529
25.01726,22.5638,20.9675,19.85619,19.49372,0.5841828
20.52026,18.8079,17.83978,17.36647,17.01541,0.1184668
19.45098,18.1438,17.53701,17.12113,16.92474,0.08351402
23.14924,22.33741,20.3431,19.20782,18.76389,0.5439224
18.85215,17.82149,17.41576,17.05296,17.02879,0.09467963
25.76752,20.57442,18.81764,18.18839,17.83818,0.4098467
20.20119,18.13313,17.07095,16.59157,16.21276,0.1157399
21.9811,20.5656,18.74594,18.09421,17.61414,0.3582934
23.40859,21.90862,20.58542,19.69218,19.50839,0.4975942
20.65818,19.04708,17.54779,17.00348,16.65439,0.2446464
19.14675,17.94899,17.56178,17.33134,17.20718,0.03501943
20.55712,18.44024,17.37538,16.93942,16.57545,0.1477285
22.93921,20.50823,18.6448,17.98491,17.61263,0.3809457
24.67271,22.49536,20.39399,19.53804,19.42276,0.4727646
22.73569,22.18042,20.46063,19.41936,18.77837,0.5701827
20.40999,18.64218,17.73946,17.2975,16.96361,0.08771852
22.55267,23.59468,21.43248,20.18404,19.3492,0.6838332
25.21564,21.17958,19.15697,18.51122,18.12695,0.3767875
20.59013,18.92687,17.9808,17.5184,17.24737,0.1528858
19.19104,18.03685,17.35069,16.98583,16.75275,0.108915
19.32012,17.50076,16.51872,16.06493,15.71134,0.1281469
22.40994,21.86488,21.0211,20.76339,20.46981,0.3902141
22.32732,21.52714,20.6134,19.6472,19.26743,0.6715352
21.08987,19.90253,18.72124,18.2069,17.97037,0.2154262
20.08325,18.05162,17.06178,16.55239,16.1775,0.07756328
25.30489,22.02854,20.25539,19.129,18.72285,0.5835819
22.83247,21.2946,19.524,18.54974,18.11643,0.5065521
19.31854,18.03506,17.42109,17.00215,16.74664,0.09115966
23.6531,21.65562,20.72928,20.00871,19.47858,0.5711089
25.70298,22.31413,21.33073,20.19723,19.75402,0.5670167
23.60878,23.875,20.78927,19.37533,18.70308,0.6005455
16.22864,15.0852,14.46472,14.17312,13.91586,0.01865457
24.92707,22.04757,19.83082,19.16014,18.74216,0.3901983
18.96532,17.22351,16.283,15.81159,15.46003,0.09664925
23.98805,21.37524,19.86405,18.79565,18.38441,0.5722577
25.25134,21.84619,20.43336,19.57839,19.15481,0.4352142
21.22814,18.89989,17.82455,17.33862,16.98929,0.1248483
20.33662,18.334,17.21324,16.73117,16.30908,0.1302056
19.39823,18.00199,17.61859,17.46143,17.42423,0.00595112
24.33467,24.16055,21.20585,20.47787,19.59595,0.5397047
22.15262,19.90197,18.26955,17.67736,17.32333,0.3130478
22.57009,21.80129,20.19758,19.37125,18.81504,0.5786259
18.60023,17.42636,16.85349,16.50371,16.28803,0.1117795
23.66932,23.08072,21.25596,20.04862,19.60304,0.5702472
24.74525,20.43821,18.68849,18.09224,17.63815,0.3450661
23.23837,20.40132,18.68644,18.09674,17.79179,0.3095377
19.57633,17.57911,16.52567,16.05646,15.64862,0.10788
23.40628,22.58459,20.21698,19.26519,18.68821,0.5562009
23.36354,23.10602,20.71431,19.71964,19.22303,0.6086656
26.30974,21.6792,19.94522,19.01686,18.66284,0.498084
19.35068,17.80075,16.90954,16.47473,16.14264,0.08039006
20.43655,18.48297,17.4067,16.96972,16.46882,0.1365863
23.11315,22.02548,20.72115,19.8942,19.52627,0.6468033
24.80612,22.91932,21.06538,19.92026,19.4842,0.613784
18.05788,16.93728,16.4169,16.03893,15.82816,0.05974493
23.35446,21.60572,19.79739,18.85194,18.30132,0.536923
24.30997,21.37911,19.72449,18.8664,18.44932,0.4907935
22.37554,20.57301,18.82091,18.17032,17.81404,0.3547071
21.64268,20.23175,18.83115,18.28605,17.79376,0.3349876
17.85248,16.69362,16.23265,15.94208,15.75667,0.04547205
22.07586,19.91696,18.20244,17.63902,17.2211,0.3435958
22.00698,20.15823,18.42198,17.86335,17.43843,0.3432523
22.36508,21.93429,20.38748,19.54863,19.22932,0.4618045
22.9601,19.90194,18.20998,17.54242,17.18699,0.3717796
22.22471,19.98101,18.12796,17.45745,17.06305,0.3447443
20.11492,18.52115,17.75845,17.37708,17.10236,0.05042036
23.32135,22.07068,20.78634,19.56263,18.91001,0.6712881
19.53273,17.53898,16.51537,16.07366,15.72347,0.1077848
19.97929,18.03451,16.88273,16.37138,15.95497,0.1222976
18.51891,17.25058,16.68086,16.34006,16.16329,0.05327781
20.79792,18.72906,17.68127,17.27291,16.90616,0.1351965
24.59544,22.7755,20.67057,19.35585,18.86148,0.6163604
24.84999,22.4651,20.46498,19.52363,19.18621,0.4985411
24.01421,22.21191,21.13021,20.07757,19.45822,0.6690945
22.9411,21.12293,19.37556,18.71578,18.23499,0.4228801
19.4266,18.17702,17.39777,17.01737,16.79407,0.1226982
19.03429,17.12211,16.34555,15.91689,15.55057,0.03775897
19.25279,17.35141,16.40585,15.99625,15.67891,0.108235
24.18608,21.74926,20.12007,19.32271,19.01864,0.3577814
22.67805,21.80592,20.22505,19.21839,18.66462,0.5672296
19.92903,18.4379,17.68885,17.26071,16.98941,0.09787405
20.58858,18.47403,17.50687,17.07291,16.72297,0.09412367
22.50201,20.68405,18.94203,18.32586,17.86374,0.2692555
21.67083,19.37127,17.81631,17.24294,16.79239,0.2024813
22.19466,20.79984,19.45628,18.9079,18.56462,0.2185698
21.8892,20.10913,18.57056,17.98427,17.68125,0.3046581
24.49906,23.3496,20.92142,19.77987,19.02907,0.7265795
19.61157,17.65328,16.70494,16.28574,15.95705,0.08562641
20.24826,18.12386,16.89824,16.40532,16.0257,0.182699
23.75883,20.70499,19.02369,18.38255,17.95727,0.3943537
20.61491,18.7481,17.87329,17.27483,16.91445,0.1310251
19.86063,17.97429,16.96856,16.55254,16.19592,0.1089272
20.53202,18.59363,17.59939,17.16068,16.81351,0.1287724
23.54856,21.02556,19.20377,18.52686,18.03903,0.413326
24.49512,20.40103,18.25958,17.67176,16.86876,0.2237379
22.38868,21.66343,20.42435,19.63591,19.2756,0.5667945
26.1725,22.57807,20.99629,19.95436,19.49632,0.5830082
22.35254,22.36701,20.7797,19.74934,18.95559,0.5300865
20.25909,18.48353,17.58712,17.17163,16.84472,0.1242831
24.21078,22.08571,20.60192,19.77264,19.31046,0.3520862
23.70914,21.91975,20.65479,19.75195,19.37273,0.6067827
22.72448,22.10284,20.34042,19.38885,19.04286,0.4633867
20.54835,18.57175,17.49435,17.01394,16.60069,0.1188509
19.43332,18.25107,17.54479,17.19168,16.90235,0.1668539
22.40288,20.45481,18.69936,18.05091,17.63484,0.3076783
23.56704,21.13191,19.48219,18.58112,18.10197,0.5688794
22.79295,21.78911,20.5567,19.78701,19.57389,0.5242338
25.14672,22.67062,21.10683,20.02467,19.61797,0.4925634
24.71002,24.38195,22.12463,20.52565,20.14056,0.7107462
26.27813,22.6536,20.82156,19.61757,19.4141,0.5244226
22.47453,20.52362,18.7108,18.00949,17.57924,0.4244494
20.93799,19.99494,18.97159,18.5926,18.20837,0.1963654
18.63507,16.75659,15.90261,15.48871,15.17374,0.05330259
18.88042,17.72951,17.37799,17.09844,17.07469,0.05223256
19.49749,18.01691,17.45764,17.10353,16.94522,0.07665356
20.32438,18.57331,17.63534,17.21143,16.83712,0.09531177
24.95926,22.07121,20.47381,19.61576,19.10871,0.5249118
19.94513,18.11522,17.27114,16.80152,16.45623,0.09011156
22.67529,20.07605,18.42345,17.7982,17.46902,0.3197906
16.20415,14.48584,13.77155,13.41108,13.17842,0.01902536
22.944,21.99327,20.36222,19.4052,18.85322,0.4778912
22.86314,22.38863,21.07982,19.93161,19.64391,0.5797443
23.18194,21.97237,20.35229,19.53724,18.97227,0.5173407
20.11226,18.2303,17.19128,16.73886,16.34033,0.09865533
19.64305,18.2339,17.46044,16.98611,16.70344,0.1260125
19.21801,18.18647,17.63965,17.29683,17.14857,0.1261482
25.19821,23.45061,21.53255,20.32174,19.73024,0.6328357
23.84184,24.20422,21.53308,20.42715,19.47755,0.7962341
23.20471,20.99348,19.1775,18.56823,18.18595,0.3922433
26.92727,21.70975,19.67672,18.76361,18.2398,0.4764192
23.65043,21.36012,19.98092,19.26675,18.69405,0.3602639
23.52197,23.16418,21.322,20.18229,19.95959,0.5298797
25.16998,20.49907,18.83734,18.25934,17.93981,0.3617477
24.02118,20.90596,19.00106,18.3477,17.98299,0.3559296
22.66202,21.49661,20.05856,19.31391,18.92545,0.4642251
17.8633,16.52378,15.9621,15.62532,15.42867,0.07387197
